Team__1,Seed__1,Score__1,Team__2,Seed__2,Score__2,Winning_Team,Win__1,Year,Round,KP__Rk_AdjEM__1,KP__Conf__1,KP__W-L__1,KP__Wins__1,KP__Losses__1,KP__WinPct__1,KP__AdjEM__1,KP__AdjO__1,KP__Rk_AdjO__1,KP__AdjD__1,KP__Rk_AdjD__1,KP__AdjT__1,KP__Rk_AdjT__1,KP__Luck__1,KP__Rk_Luck__1,KP__SOS_AdjEM__1,KP__Rk_SOS_AdjEM__1,KP__SOS_AdjO__1,KP__Rk_SOS_AdjO__1,KP__SOS_AdjD__1,KP__Rk_SOS_AdjD__1,KP__NCSOS_AdjEM__1,KP__Rk_NCSOS_AdjEM__1,KP__Rk_AdjEM__2,KP__Conf__2,KP__W-L__2,KP__Wins__2,KP__Losses__2,KP__WinPct__2,KP__AdjEM__2,KP__AdjO__2,KP__Rk_AdjO__2,KP__AdjD__2,KP__Rk_AdjD__2,KP__AdjT__2,KP__Rk_AdjT__2,KP__Luck__2,KP__Rk_Luck__2,KP__SOS_AdjEM__2,KP__Rk_SOS_AdjEM__2,KP__SOS_AdjO__2,KP__Rk_SOS_AdjO__2,KP__SOS_AdjD__2,KP__Rk_SOS_AdjD__2,KP__NCSOS_AdjEM__2,KP__Rk_NCSOS_AdjEM__2,BT__Rk__1,BT__Conf__1,BT__G__1,BT__Rec__1,BT__ConfRec__1,BT__Wins__1,BT__Losses__1,BT__WinPct__1,BT__ConfWins__1,BT__ConfLosses__1,BT__ConfWinPct__1,BT__AdjOE__1,BT__Rk_AdjOE__1,BT__AdjDE__1,BT__Rk_AdjDE__1,BT__Barthag__1,BT__Rk_Barthag__1,BT__EFG%__1,BT__Rk_EFG%__1,BT__EFGD%__1,BT__Rk_EFGD%__1,BT__TOR__1,BT__Rk_TOR__1,BT__TORD__1,BT__Rk_TORD__1,BT__ORB__1,BT__Rk_ORB__1,BT__DRB__1,BT__Rk_DRB__1,BT__FTR__1,BT__Rk_FTR__1,BT__FTRD__1,BT__Rk_FTRD__1,BT__2P%__1,BT__Rk_2P%__1,BT__2P%D__1,BT__Rk_2P%D__1,BT__3P%__1,BT__Rk_3P%__1,BT__3P%D__1,BT__Rk_3P%D__1,BT__3PR__1,BT__Rk_3PR__1,BT__3PRD__1,BT__Rk_3PRD__1,BT__AdjT__1,BT__Rk_AdjT__1,BT__WAB__1,BT__Rk_WAB__1,BT__Rk__2,BT__Conf__2,BT__G__2,BT__Rec__2,BT__ConfRec__2,BT__Wins__2,BT__Losses__2,BT__WinPct__2,BT__ConfWins__2,BT__ConfLosses__2,BT__ConfWinPct__2,BT__AdjOE__2,BT__Rk_AdjOE__2,BT__AdjDE__2,BT__Rk_AdjDE__2,BT__Barthag__2,BT__Rk_Barthag__2,BT__EFG%__2,BT__Rk_EFG%__2,BT__EFGD%__2,BT__Rk_EFGD%__2,BT__TOR__2,BT__Rk_TOR__2,BT__TORD__2,BT__Rk_TORD__2,BT__ORB__2,BT__Rk_ORB__2,BT__DRB__2,BT__Rk_DRB__2,BT__FTR__2,BT__Rk_FTR__2,BT__FTRD__2,BT__Rk_FTRD__2,BT__2P%__2,BT__Rk_2P%__2,BT__2P%D__2,BT__Rk_2P%D__2,BT__3P%__2,BT__Rk_3P%__2,BT__3P%D__2,BT__Rk_3P%D__2,BT__3PR__2,BT__Rk_3PR__2,BT__3PRD__2,BT__Rk_3PRD__2,BT__AdjT__2,BT__Rk_AdjT__2,BT__WAB__2,BT__Rk_WAB__2
Syracuse,11,75.0,West Virginia,3,72.0,Syracuse,True,2021,2,40,ACC,16-9,16,9,0.64,16.58,114.1,20,97.5,87,69.2,137,0.017,136,12.07,56,108.8,49,96.7,63,2.37,173,27,B12,18-9,18,9,0.6666666666666666,20.4,116.2,11,95.8,63,69.6,114,-0.04,265,15.0,19,109.4,37,94.4,16,13.79,26,49,ACC,25,16-9,9-7,16,9,0.64,9,7,0.5625,112.2,26,97.3,91,0.8381,49,50.7,130,48.5,100,16.0,33,20.8,65,30.3,96,33.8,339,28.4,255,25.1,36,50.8,121,49.2,145,33.8,160,31.7,66,39.2,129,43.9,326,70.1,129,0.5,46,22,B12,27,18-9,11-6,18,9,0.6667,11,6,0.6471,115.0,12,94.9,57,0.9007,22,48.7,226,50.2,176,17.0,75,20.7,71,35.6,13,31.3,283,39.4,17,28.5,100,46.4,288,51.3,239,35.7,75,32.3,90,33.1,277,37.3,171,70.5,110,3.0,22
Rutgers,10,60.0,Houston,2,63.0,Houston,False,2021,2,34,B10,15-11,15,11,0.5769230769230769,18.04,108.7,75,90.6,17,67.8,213,0.032,106,18.19,7,112.5,4,94.4,15,-5.57,288,5,Amer,24-3,24,3,0.8888888888888888,28.95,119.0,7,90.1,15,64.9,326,-0.009,201,6.77,105,103.9,148,97.2,74,1.85,186,47,B10,26,15-11,10-10,15,11,0.5769,10,10,0.5,106.6,87,91.9,25,0.846,47,50.2,167,47.7,64,16.4,52,18.9,153,27.4,182,29.3,227,27.7,277,33.2,209,51.9,84,47.4,87,31.1,288,32.1,82,32.7,284,35.6,113,68.7,203,1.8,36,2,Amer,26,23-3,14-3,23,3,0.8846,14,3,0.8235,119.0,5,89.4,7,0.964,2,51.3,103,42.9,1,16.3,42,21.6,46,39.4,2,28.0,173,30.7,188,42.4,333,49.9,161,43.0,5,35.5,86,28.5,7,42.3,53,37.6,180,65.9,312,4.0,15
Gonzaga,1,83.0,Creighton,5,65.0,Gonzaga,True,2021,3,1,WCC,26-0,26,0,1.0,36.62,126.1,1,89.5,9,74.7,4,0.018,135,7.88,96,105.9,98,98.0,97,6.14,106,20,BE,20-8,20,8,0.7142857142857143,21.27,114.9,14,93.7,40,69.0,143,0.001,170,12.56,50,107.9,66,95.3,30,-1.34,233,1,WCC,26,26-0,15-0,26,0,1.0,15,0,1.0,125.3,1,89.6,9,0.9793,1,61.0,1,47.5,56,16.1,35,20.3,86,30.4,93,23.4,23,36.7,51,25.9,44,64.0,1,46.8,68,36.5,57,32.5,101,32.3,289,34.5,85,75.4,3,8.5,2,21,BE,28,20-8,14-6,20,8,0.7143,14,6,0.7,114.2,16,94.1,44,0.9033,21,55.7,14,46.9,42,15.8,26,17.8,237,24.8,250,28.2,184,26.9,288,25.7,41,56.3,12,46.1,45,36.7,48,32.1,82,44.3,34,39.0,234,70.0,135,3.2,19
USC,6,82.0,Oregon,7,68.0,USC,True,2021,3,14,P12,22-7,22,7,0.7586206896551724,22.36,113.0,28,90.6,20,67.3,236,-0.006,193,11.34,63,108.3,57,97.0,68,5.11,128,36,P12,20-6,20,6,0.7692307692307693,17.81,114.6,15,96.8,75,67.2,242,0.048,74,10.26,75,107.9,68,97.6,86,2.82,162,8,P12,29,22-7,15-5,22,7,0.7586,15,5,0.75,113.3,21,90.2,12,0.9319,8,52.1,80,45.4,11,18.1,124,17.4,263,35.7,10,27.3,147,37.5,38,24.8,30,52.1,79,42.2,2,34.8,116,34.2,194,31.2,307,35.3,105,68.1,225,5.5,7,30,P12,26,20-6,14-4,20,6,0.7692,14,4,0.7778,114.1,17,96.1,73,0.8779,30,54.4,30,50.1,174,16.8,63,20.3,86,28.3,155,27.2,143,26.8,295,27.1,60,52.9,57,49.9,173,37.9,19,33.6,153,38.0,162,39.2,241,68.1,225,4.8,11
Michigan,1,76.0,Florida State,4,58.0,Michigan,True,2021,3,2,B10,20-4,20,4,0.8333333333333334,30.65,119.4,6,88.8,7,66.8,260,0.026,116,16.79,15,111.4,12,94.6,19,2.72,165,13,ACC,16-6,16,6,0.7272727272727273,22.39,116.7,10,94.3,47,70.5,84,-0.011,207,12.92,42,109.0,44,96.1,45,4.39,140,4,B10,24,20-4,14-3,20,4,0.8333,14,3,0.8235,117.7,8,90.8,15,0.9516,4,54.9,23,44.9,7,16.3,42,15.1,335,29.4,118,24.8,56,28.9,241,24.5,25,53.3,49,42.3,3,38.7,12,33.5,148,33.9,257,32.7,37,67.8,241,7.1,3,9,ACC,22,16-6,11-4,16,6,0.7273,11,4,0.7333,117.2,10,93.7,39,0.9296,9,54.4,30,46.5,31,20.2,238,19.6,121,35.7,10,31.4,288,32.7,144,36.3,282,52.1,79,44.2,11,39.0,9,33.3,141,35.5,226,40.0,264,71.2,87,2.4,26
UCLA,11,88.0,Alabama,2,78.0,UCLA,True,2021,3,43,P12,18-9,18,9,0.6666666666666666,16.29,114.2,18,97.9,95,64.6,334,0.033,101,12.2,54,108.7,51,96.5,57,9.16,67,8,SEC,24-6,24,6,0.8,25.08,111.8,34,86.7,2,73.9,9,0.031,108,14.36,29,109.8,29,95.5,32,9.05,69,31,P12,27,18-9,13-6,18,9,0.6667,13,6,0.6842,114.7,15,96.7,82,0.8766,31,52.1,80,50.8,200,16.5,53,17.6,250,31.0,76,24.6,51,32.5,152,28.1,91,50.3,142,49.6,160,37.2,35,35.1,238,31.5,301,38.6,223,65.4,326,2.6,24,11,SEC,30,24-6,16-2,24,6,0.8,16,2,0.8889,110.7,39,88.6,4,0.9281,11,51.3,103,45.3,10,18.6,158,21.1,57,31.5,65,29.8,245,28.6,247,31.9,181,50.1,152,46.4,53,35.1,102,28.8,10,47.1,16,33.6,60,74.8,8,6.9,4
Baylor,1,62.0,Villanova,5,51.0,Baylor,True,2021,3,4,B12,22-2,22,2,0.9166666666666666,29.56,123.4,3,93.8,44,68.4,180,0.05,67,9.7,78,106.6,89,96.9,64,-4.0,269,11,BE,16-6,16,6,0.7272727272727273,22.62,118.7,9,96.1,66,65.0,321,-0.006,195,13.06,41,108.9,45,95.9,41,7.52,91,3,B12,24,22-2,13-1,22,2,0.9167,13,1,0.9286,123.3,3,93.5,37,0.96,3,57.5,3,49.1,127,17.6,101,24.6,3,37.5,4,30.9,277,27.0,286,31.7,175,54.1,32,48.1,110,41.8,1,34.0,179,39.2,129,34.3,76,69.6,152,6.7,5,20,BE,22,16-6,11-4,16,6,0.7273,11,4,0.7333,118.5,7,97.2,90,0.9076,20,52.8,60,51.8,245,13.5,2,19.0,147,27.9,169,24.8,56,30.0,212,25.8,42,52.8,62,51.0,227,35.2,99,35.4,255,44.6,30,40.6,279,65.9,312,3.1,21
Arkansas,3,72.0,Oral Roberts,15,70.0,Arkansas,True,2021,3,18,SEC,22-6,22,6,0.7857142857142857,21.61,111.6,35,90.0,14,73.1,17,0.056,56,11.34,62,108.3,55,97.0,69,-5.13,282,151,Sum,16-10,16,10,0.6153846153846154,1.21,108.8,72,107.6,285,71.8,46,0.013,146,0.07,177,102.9,173,102.8,206,21.54,4,24,SEC,28,22-6,13-4,22,6,0.7857,13,4,0.7647,110.0,45,91.3,18,0.8957,24,51.5,96,47.6,61,17.4,94,20.3,86,31.7,60,26.2,105,32.7,144,29.3,118,51.9,84,46.9,72,33.9,156,32.6,107,35.8,218,37.6,180,74.0,16,4.6,12,156,Sum,23,13-10,10-5,13,10,0.5652,10,5,0.6667,107.5,72,106.7,275,0.5216,156,53.6,46,50.4,187,15.7,22,18.2,204,23.2,295,33.0,328,27.8,269,33.1,208,49.7,170,49.0,135,38.8,10,35.6,265,45.9,22,32.0,29,72.3,50,-4.9,152
Loyola Chicago,8,58.0,Oregon State,12,65.0,Oregon State,False,2021,3,9,MVC,24-4,24,4,0.8571428571428571,23.72,110.6,49,86.9,3,64.2,342,-0.02,226,4.14,132,104.3,139,100.1,135,4.91,129,84,P12,17-12,17,12,0.5862068965517241,10.32,109.5,63,99.1,117,65.4,315,0.075,38,11.38,61,108.8,50,97.4,80,-6.06,291,13,MVC,26,22-4,16-2,22,4,0.8462,16,2,0.8889,109.0,56,88.2,2,0.9187,13,56.3,9,46.7,37,18.5,150,21.6,46,26.0,230,21.0,3,30.7,188,22.4,6,58.0,4,45.5,30,35.7,75,32.5,101,37.0,186,34.4,80,64.8,333,1.8,34,77,P12,28,16-12,10-10,16,12,0.5714,10,10,0.5,109.1,53,98.4,113,0.7667,77,48.7,226,50.4,187,17.2,80,18.5,187,29.8,109,29.4,230,34.0,107,38.2,304,46.9,275,52.5,268,34.6,126,31.4,54,35.5,226,37.7,185,66.1,307,0.38,47
Syracuse,11,46.0,Houston,2,62.0,Houston,False,2021,3,40,ACC,16-9,16,9,0.64,16.58,114.1,20,97.5,87,69.2,137,0.017,136,12.07,56,108.8,49,96.7,63,2.37,173,5,Amer,24-3,24,3,0.8888888888888888,28.95,119.0,7,90.1,15,64.9,326,-0.009,201,6.77,105,103.9,148,97.2,74,1.85,186,49,ACC,25,16-9,9-7,16,9,0.64,9,7,0.5625,112.2,26,97.3,91,0.8381,49,50.7,130,48.5,100,16.0,33,20.8,65,30.3,96,33.8,339,28.4,255,25.1,36,50.8,121,49.2,145,33.8,160,31.7,66,39.2,129,43.9,326,70.1,129,0.5,46,2,Amer,26,23-3,14-3,23,3,0.8846,14,3,0.8235,119.0,5,89.4,7,0.964,2,51.3,103,42.9,1,16.3,42,21.6,46,39.4,2,28.0,173,30.7,188,42.4,333,49.9,161,43.0,5,35.5,86,28.5,7,42.3,53,37.6,180,65.9,312,4.0,15
Gonzaga,1,85.0,USC,6,66.0,Gonzaga,True,2021,4,1,WCC,26-0,26,0,1.0,36.62,126.1,1,89.5,9,74.7,4,0.018,135,7.88,96,105.9,98,98.0,97,6.14,106,14,P12,22-7,22,7,0.7586206896551724,22.36,113.0,28,90.6,20,67.3,236,-0.006,193,11.34,63,108.3,57,97.0,68,5.11,128,1,WCC,26,26-0,15-0,26,0,1.0,15,0,1.0,125.3,1,89.6,9,0.9793,1,61.0,1,47.5,56,16.1,35,20.3,86,30.4,93,23.4,23,36.7,51,25.9,44,64.0,1,46.8,68,36.5,57,32.5,101,32.3,289,34.5,85,75.4,3,8.5,2,8,P12,29,22-7,15-5,22,7,0.7586,15,5,0.75,113.3,21,90.2,12,0.9319,8,52.1,80,45.4,11,18.1,124,17.4,263,35.7,10,27.3,147,37.5,38,24.8,30,52.1,79,42.2,2,34.8,116,34.2,194,31.2,307,35.3,105,68.1,225,5.5,7
Michigan,1,49.0,UCLA,11,51.0,UCLA,False,2021,4,2,B10,20-4,20,4,0.8333333333333334,30.65,119.4,6,88.8,7,66.8,260,0.026,116,16.79,15,111.4,12,94.6,19,2.72,165,43,P12,18-9,18,9,0.6666666666666666,16.29,114.2,18,97.9,95,64.6,334,0.033,101,12.2,54,108.7,51,96.5,57,9.16,67,4,B10,24,20-4,14-3,20,4,0.8333,14,3,0.8235,117.7,8,90.8,15,0.9516,4,54.9,23,44.9,7,16.3,42,15.1,335,29.4,118,24.8,56,28.9,241,24.5,25,53.3,49,42.3,3,38.7,12,33.5,148,33.9,257,32.7,37,67.8,241,7.1,3,31,P12,27,18-9,13-6,18,9,0.6667,13,6,0.6842,114.7,15,96.7,82,0.8766,31,52.1,80,50.8,200,16.5,53,17.6,250,31.0,76,24.6,51,32.5,152,28.1,91,50.3,142,49.6,160,37.2,35,35.1,238,31.5,301,38.6,223,65.4,326,2.6,24
Baylor,1,81.0,Arkansas,3,72.0,Baylor,True,2021,4,4,B12,22-2,22,2,0.9166666666666666,29.56,123.4,3,93.8,44,68.4,180,0.05,67,9.7,78,106.6,89,96.9,64,-4.0,269,18,SEC,22-6,22,6,0.7857142857142857,21.61,111.6,35,90.0,14,73.1,17,0.056,56,11.34,62,108.3,55,97.0,69,-5.13,282,3,B12,24,22-2,13-1,22,2,0.9167,13,1,0.9286,123.3,3,93.5,37,0.96,3,57.5,3,49.1,127,17.6,101,24.6,3,37.5,4,30.9,277,27.0,286,31.7,175,54.1,32,48.1,110,41.8,1,34.0,179,39.2,129,34.3,76,69.6,152,6.7,5,24,SEC,28,22-6,13-4,22,6,0.7857,13,4,0.7647,110.0,45,91.3,18,0.8957,24,51.5,96,47.6,61,17.4,94,20.3,86,31.7,60,26.2,105,32.7,144,29.3,118,51.9,84,46.9,72,33.9,156,32.6,107,35.8,218,37.6,180,74.0,16,4.6,12
Oregon State,12,61.0,Houston,2,67.0,Houston,False,2021,4,84,P12,17-12,17,12,0.5862068965517241,10.32,109.5,63,99.1,117,65.4,315,0.075,38,11.38,61,108.8,50,97.4,80,-6.06,291,5,Amer,24-3,24,3,0.8888888888888888,28.95,119.0,7,90.1,15,64.9,326,-0.009,201,6.77,105,103.9,148,97.2,74,1.85,186,77,P12,28,16-12,10-10,16,12,0.5714,10,10,0.5,109.1,53,98.4,113,0.7667,77,48.7,226,50.4,187,17.2,80,18.5,187,29.8,109,29.4,230,34.0,107,38.2,304,46.9,275,52.5,268,34.6,126,31.4,54,35.5,226,37.7,185,66.1,307,0.38,47,2,Amer,26,23-3,14-3,23,3,0.8846,14,3,0.8235,119.0,5,89.4,7,0.964,2,51.3,103,42.9,1,16.3,42,21.6,46,39.4,2,28.0,173,30.7,188,42.4,333,49.9,161,43.0,5,35.5,86,28.5,7,42.3,53,37.6,180,65.9,312,4.0,15
Gonzaga,1,93.0,UCLA,11,90.0,Gonzaga,True,2021,5,1,WCC,26-0,26,0,1.0,36.62,126.1,1,89.5,9,74.7,4,0.018,135,7.88,96,105.9,98,98.0,97,6.14,106,43,P12,18-9,18,9,0.6666666666666666,16.29,114.2,18,97.9,95,64.6,334,0.033,101,12.2,54,108.7,51,96.5,57,9.16,67,1,WCC,26,26-0,15-0,26,0,1.0,15,0,1.0,125.3,1,89.6,9,0.9793,1,61.0,1,47.5,56,16.1,35,20.3,86,30.4,93,23.4,23,36.7,51,25.9,44,64.0,1,46.8,68,36.5,57,32.5,101,32.3,289,34.5,85,75.4,3,8.5,2,31,P12,27,18-9,13-6,18,9,0.6667,13,6,0.6842,114.7,15,96.7,82,0.8766,31,52.1,80,50.8,200,16.5,53,17.6,250,31.0,76,24.6,51,32.5,152,28.1,91,50.3,142,49.6,160,37.2,35,35.1,238,31.5,301,38.6,223,65.4,326,2.6,24
Baylor,1,78.0,Houston,2,59.0,Baylor,True,2021,5,4,B12,22-2,22,2,0.9166666666666666,29.56,123.4,3,93.8,44,68.4,180,0.05,67,9.7,78,106.6,89,96.9,64,-4.0,269,5,Amer,24-3,24,3,0.8888888888888888,28.95,119.0,7,90.1,15,64.9,326,-0.009,201,6.77,105,103.9,148,97.2,74,1.85,186,3,B12,24,22-2,13-1,22,2,0.9167,13,1,0.9286,123.3,3,93.5,37,0.96,3,57.5,3,49.1,127,17.6,101,24.6,3,37.5,4,30.9,277,27.0,286,31.7,175,54.1,32,48.1,110,41.8,1,34.0,179,39.2,129,34.3,76,69.6,152,6.7,5,2,Amer,26,23-3,14-3,23,3,0.8846,14,3,0.8235,119.0,5,89.4,7,0.964,2,51.3,103,42.9,1,16.3,42,21.6,46,39.4,2,28.0,173,30.7,188,42.4,333,49.9,161,43.0,5,35.5,86,28.5,7,42.3,53,37.6,180,65.9,312,4.0,15
Gonzaga,1,70.0,Baylor,1,86.0,Baylor,False,2021,6,1,WCC,26-0,26,0,1.0,36.62,126.1,1,89.5,9,74.7,4,0.018,135,7.88,96,105.9,98,98.0,97,6.14,106,4,B12,22-2,22,2,0.9166666666666666,29.56,123.4,3,93.8,44,68.4,180,0.05,67,9.7,78,106.6,89,96.9,64,-4.0,269,1,WCC,26,26-0,15-0,26,0,1.0,15,0,1.0,125.3,1,89.6,9,0.9793,1,61.0,1,47.5,56,16.1,35,20.3,86,30.4,93,23.4,23,36.7,51,25.9,44,64.0,1,46.8,68,36.5,57,32.5,101,32.3,289,34.5,85,75.4,3,8.5,2,3,B12,24,22-2,13-1,22,2,0.9167,13,1,0.9286,123.3,3,93.5,37,0.96,3,57.5,3,49.1,127,17.6,101,24.6,3,37.5,4,30.9,277,27.0,286,31.7,175,54.1,32,48.1,110,41.8,1,34.0,179,39.2,129,34.3,76,69.6,152,6.7,5
